,Name,URL,Price,Business,Category,Subcategory,Country,Location,Description,Dimensions,Age,ItemID,SellerID,SellersStockID,DateOfListing,Imagefiles,LastUpOn
1127,Reclaimed White Enamel Vintage Industrial Shades,https://www.salvoweb.com/32571-reclaimed-white-enamel-vintage-industrial-shades,£ 260  ,Architectural Forum,Antique & Reclaimed,Lighting,UK,UK > Hertfordshire,"A large vintage industrial light shade with a white enamel finish. This reclaimed shade is in good condition with some light wear to the rim. The neutral colour will sit well within a range of interiors.19"" diameter x 14"" high",48.00 cm. x 48.00 cm. x 36.00 cm.,More than 50 years old,32571.0,10617.0,ZZ669,2021-04-25,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Vintage-Industrial-white-enamel-light-shades_88510_1.jpg?v=1598276341', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Vintage-white-enamel-shades_88510_2.jpg?v=1598276341', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Reclaimed-industrial-factory-enamel-shades_88510_3.jpg?v=1598276342', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Reclaimed-enamel-factory-light-shades_88510_4.jpg?v=1598276342']",
1128,Reclaimed Original Ideal Cast Iron Radiator,https://www.salvoweb.com/32564-reclaimed-original-ideal-cast-iron-radiator,£ 540  ,Architectural Forum,Antique & Reclaimed,Architectural Metalwork,UK,UK > Hertfordshire,"Fully restored reclaimed Ideal radiator in cast iron. This freestanding four column, 11 section, radiator has been finished in a black painted finish. As well as being restored to full working order, the radiator has been given two layers of primer and four coats of oil-based paint in a sprayed finish.Dimensions: 30"" height x 5.5"" depth x 26"" width.Dimensions are approximate.This radiator will emit a maximum of approximately 6100 BTUs.",0.00 cm. x 0.00 cm. x 0.00 cm.,More than 50 years old,32564.0,10617.0,ZZ579,2021-04-25,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Reclaimed-radiators_97208_1.jpg?v=1598276566', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Original-cast-iron-radiators_97208_2.jpg?v=1598276566', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Painted-and-restored-radiator_97208_3.jpg?v=1598276567', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Original-Ideal-black-refurbished-radiator_97208_4.jpg?v=1598276567']",
1129,Reclaimed Original Crane Cast Iron Radiator,https://www.salvoweb.com/32565-reclaimed-original-crane-cast-iron-radiator,£ 540  ,Architectural Forum,Antique & Reclaimed,Architectural Metalwork,UK,UK > Hertfordshire,"Fully restored reclaimed Crane radiator in cast iron. This freestanding four column, 11 section, radiator has been finished in an anthracite grey painted finish. As well as being restored to full working order, the radiator has been given two layers of primer and four coats of oil-based paint in a sprayed finish.Dimensions: 30"" height x 6"" depth x 27"" width.Dimensions are approximate.This radiator will emit a maximum of 6100 BTUs.",0.00 cm. x 0.00 cm. x 0.00 cm.,More than 50 years old,32565.0,10617.0,ZZ575,2021-04-25,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Reclaimed-radiators_97206_1.jpg?v=1598276568', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Original-Crane-radiator_97206_2.jpg?v=1598276568', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Refurbished-radiator_97206_3.jpg?v=1598276569', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Four-column-radiators_97206_4.jpg?v=1598276569']",
1130,Industrial Printers Table with Integrated Drying System,https://www.salvoweb.com/32548-industrial-printers-table-with-integrated-drying-system,£ 650  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,"An unusual antique table, featuring an industrial iron frame and unique ball bearing studded formica surface. Beneath the tabletop is an intricate network of pipes, a complex air cooling system, used to dry prints as they rested upon the ball bearings above. DimensionsH 93 cm (adjustable by +3cm approx),L 102cm x W 61cm 2 Available. Price listed is per item. ",102.00 cm. x 61.00 cm. x 93.00 cm.,More than 50 years old,32548.0,10617.0,ZZ1040318,2021-04-25,"['https://cdn.shopify.com/s/files/1/1341/7889/products/2._PrintersTable_2.jpg?v=1598277670', 'https://cdn.shopify.com/s/files/1/1341/7889/products/2._PrintersTable.jpg?v=1598277671', 'https://cdn.shopify.com/s/files/1/1341/7889/products/2._PrintersTable5.jpg?v=1598277671', 'https://cdn.shopify.com/s/files/1/1341/7889/products/2._PrintersTable3.jpg?v=1598277672', 'https://cdn.shopify.com/s/files/1/1341/7889/products/2._PrintersTable6.jpg?v=1598277672', 'https://cdn.shopify.com/s/files/1/1341/7889/products/2._PrintersTable7.jpg?v=1598277673', 'https://cdn.shopify.com/s/files/1/1341/7889/products/2._PrintersTable8.jpg?v=1598277673', 'https://cdn.shopify.com/s/files/1/1341/7889/products/2._PrintersTable9.jpg?v=1598277674']",
1131,Industrial Printers Table with Integrated Drying System,https://www.salvoweb.com/32549-industrial-printers-table-with-integrated-drying-system,£ 1500  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,"A large and unusual antique table, featuring an industrial iron frame and unique ball bearing studded formica surface. Beneath the tabletop is an intricate piped air cooling system, used to dry prints as they rested upon the ball bearings above. DimensionsL 231.5cm x W 99cmH 93cm (adjustable by +3cm approx.)",231.50 cm. x 99.00 cm. x 93.00 cm.,More than 50 years old,32549.0,10617.0,ZZ2040318,2021-04-25,"['https://cdn.shopify.com/s/files/1/1341/7889/products/4._PrintersTable1.jpg?v=1598277674', 'https://cdn.shopify.com/s/files/1/1341/7889/products/4._PrintersTable2.jpg?v=1598277675', 'https://cdn.shopify.com/s/files/1/1341/7889/products/4._PrintersTable3.jpg?v=1598277675', 'https://cdn.shopify.com/s/files/1/1341/7889/products/4._PrintersTable4.jpg?v=1598277676', 'https://cdn.shopify.com/s/files/1/1341/7889/products/4._PrintersTable6.jpg?v=1598277676', 'https://cdn.shopify.com/s/files/1/1341/7889/products/4._PrintersTable5.jpg?v=1598277677', 'https://cdn.shopify.com/s/files/1/1341/7889/products/4._PrintersTable7.jpg?v=1598277677', 'https://cdn.shopify.com/s/files/1/1341/7889/products/4._PrintersTable8.jpg?v=1598277678', 'https://cdn.shopify.com/s/files/1/1341/7889/products/4._PrintersTable9.jpg?v=1598277678']",
1132,Reclaimed Flos Fucsia Trio Cone Suspended Lights,https://www.salvoweb.com/32552-reclaimed-flos-fucsia-trio-cone-suspended-lights,£ 225  ,Architectural Forum,Antique & Reclaimed,Lighting,UK,UK > Hertfordshire,Reclaimed from a prestigious North London building we have acquired some singular and triple Flos Fuscia lighting.The conical shaped lights are transparent with sand blasted base to diffuse light and includes an impact protection silicone ring.The iconic Fucsia pendant light was designed by Achille Castigloni and provides directional lighting. The work particularly well suspended above dining table or kitchen island unit for both a residential or commercial space. Dimensions: each light is 16cm DiameterHeight of conical light 37cmDrop is approx 155cm Sold as seen and may require electrical testing. Photo with bulb is used for illustrative purposes only.Price is per set of 3 lights,16.00 cm. x 16.00 cm. x 37.00 cm.,More than 50 years old,32552.0,10617.0,FF123,2021-04-25,"['https://cdn.shopify.com/s/files/1/1341/7889/products/flos-lights.jpg?v=1611060884', 'https://cdn.shopify.com/s/files/1/1341/7889/products/lab-lights-london_432dda95-41a7-4a8b-88a2-f8f67dc6362d.jpg?v=1611060884', 'https://cdn.shopify.com/s/files/1/1341/7889/products/fuscia-lab_4d7f5ed4-0030-4243-a0b0-fe1db230d7b4.jpg?v=1611060884', 'https://cdn.shopify.com/s/files/1/1341/7889/products/lamp-light_3ab31918-7544-4f08-97fd-2acb0816c420.jpg?v=1611060884', 'https://cdn.shopify.com/s/files/1/1341/7889/products/fuscia-lab-light_814a6b85-6f79-41fe-ab0b-b0f692051552.jpg?v=1611060884', 'https://cdn.shopify.com/s/files/1/1341/7889/products/flos-triple.jpg?v=1611060884', 'https://cdn.shopify.com/s/files/1/1341/7889/products/flos-labs_170e8fa1-e25a-4af0-8155-488900935ca3.jpg?v=1611060884']",
1133,Reclaimed Vintage Industrial Volt Meter Light,https://www.salvoweb.com/32559-reclaimed-vintage-industrial-volt-meter-light,£ 250  ,Architectural Forum,Antique & Reclaimed,"Shop, Pub, Church, Telephone Boxes & Bygones",UK,UK > Hertfordshire,"A reclaimed electric volt meter light in iron. This G&amp;C volt meter was reclaimed from the iconic British film studio, Pinewood Studios. The meter has since been rewired and converted into a unique wall mounted lighting feature. This light has been electrically tested and is ready for immediate use.Dimensions:51cm height x 20cm width x 26.5cm depth.Dimensions are approximate.",26.50 cm. x 20.00 cm. x 51.00 cm.,More than 50 years old,32559.0,10617.0,17012711,2021-04-25,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Vintage-industrial-light_96399_1_bbabf8ff-1a6e-4326-94e5-df1fea049b70.jpg?v=1598276673', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Industrial-lighting_96399_4_505b12f6-1f43-4edf-8fd0-8e696d81f0cd.jpg?v=1598276674', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Original-electric-meter_96399_3_604ffd82-8c25-4613-b44d-c1848e8ea03e.jpg?v=1598276674', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Pinewood-studios-volt-meter_96399_2_482d7692-2072-4cbc-b272-9e73ef21d632.jpg?v=1598276675']",
1134,Pair of Post-War Utility Painted Chairs,https://www.salvoweb.com/32561-pair-of-post-war-utility-painted-chairs,£ 550  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,"A rare example of the post-war utility furniture, designed to limit consumption of raw materials during the postwar period of rationing. These metal framed chairs have a distinctive late 1940s feel with a restrained, simple design and a plain seat. They have a weathered appearance of worn paint layers which could be stripped and refinished if preferred.34"" height x 15"" width x 18"" depth.Dimensions are approximate.",0.00 cm. x 0.00 cm. x 0.00 cm.,More than 50 years old,32561.0,10617.0,ZZ439,2021-04-25,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Original-utility-chairs_97338_1.jpg?v=1598276613', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Post-war-chair_97338_2.jpg?v=1598276614', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Industrial-chair_97338_3.jpg?v=1598276614', 'https://cdn.shopify.com/s/files/1/1341/7889/products/metal-seat_97338_4.jpg?v=1598276615']",
1135,Reclaimed Teak Parquet Flooring,https://www.salvoweb.com/32541-reclaimed-teak-parquet-flooring,£ 66  ,Architectural Forum,Antique & Reclaimed,Flooring,UK,UK > Hertfordshire,"Reclaimed teak parquet flooring. These good quality parquet blocks have an aged patina and a rich colour. This flooring is priced per square meter and is being sold in its current, unfinished state. We can pass on a contact to lay and sand at a cost of approximately £50 per square metre.

Dimensions: 229mm x 77mm x 19mm per wooden block
Dimensions are approximate.",0.00 cm. x 0.00 cm. x 0.00 cm.,More than 50 years old,32541.0,10617.0,17020709,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Reclaimed-teak-parquet-flooring_84886_1.jpg?v=1598276712', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Reclaimed-teak-parquet-flooring_84886_2.jpg?v=1598276712', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Reclaimed-teak-parquet-flooring_84886_3.jpg?v=1598276713']",
1136,Antique Victorian Mahogany Drop Leaf Table,https://www.salvoweb.com/32537-antique-victorian-mahogany-drop-leaf-table,£ 450  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,A fine example of a late Georgian / early Victorian drop leaf gate leg mahogony dining table. The table features simple tapered legs and brass cup castors. Dimensions:Folded : 105cm L x 47cm W x 72.5cm HExtended : 105cm L x 146cm WDimensions are Approximate. ,105.00 cm. x 146.00 cm. x 0.00 cm.,More than 50 years old,32537.0,10617.0,100417/02,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/GATELEG4.jpg?v=1598276804', 'https://cdn.shopify.com/s/files/1/1341/7889/products/GATELEG3.jpg?v=1598276804', 'https://cdn.shopify.com/s/files/1/1341/7889/products/GATELEG_DINING_TABLE2.jpg?v=1598276805', 'https://cdn.shopify.com/s/files/1/1341/7889/products/GATELEG_DINING_TABLE.jpg?v=1598276805']",
1137,Greek Orthodox Candle Table,https://www.salvoweb.com/32538-greek-orthodox-candle-table,£ 1020  ,Architectural Forum,Antique & Reclaimed,"Shop, Pub, Church, Telephone Boxes & Bygones",UK,UK > Hertfordshire,"An impressive decorative candle table in solid brass. This piece of Greek Orthodox church furniture features many of the religion's motifs, including a traditional double-headed eagle and the Chi Rho symbol in a circle, symbolising the eternal existence of Christ. We have two of these pieces available, with each item being sold individually.Dimensions:51cm D x 101.5 cm W x 101.5cm HDimensions are approximate.",51.00 cm. x 101.50 cm. x 101.50 cm.,More than 50 years old,32538.0,10617.0,ZZ723,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/solid-brass-greek-orthodox-candle-table_67332_1.jpg?v=1598276410', 'https://cdn.shopify.com/s/files/1/1341/7889/products/67332_2.jpg?v=1598276411']",
1138,Antique French Carved Oak Louis XV Style Armoire with Mirrored Doors,https://www.salvoweb.com/32539-antique-french-carved-oak-louis-xv-style-armoire-with-mirrored-doors,£ 1950  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,This antique French armoire comes complete with aged mirrored glass doors and carved details. The wardrobe is carved from Oak and houses 2 internal drawers providing plenty of room for either clothing or general storage. The doors are glazed with aged mirror that delivers wonderful patina to compliment the distressed edges and paintwork of the feature furniture piece.The elegant and attractive armoire exudes French opulence with beautifully carved shell cartouches to both top and bottom in addition to the ornately carved feet and pretty handlesA genuine original piece full of history and charm that 'shabby chic' reproductions just cannot emulate.A spectacular storage solution that would work in both living and sleeping quarters of a property or as a display case/storage for commercial opportunities.DimensionsDepth 48cm Overall Height: 250cm Overall Width 142cm (foot to foot) Main Body Width 132cm Dimensions are approximate,48.00 cm. x 142.00 cm. x 250.00 cm.,More than 50 years old,32539.0,10617.0,FAK1,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/antique-armoire.jpg?v=1598279650', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1-3_0cc038bf-2493-485e-b54b-02c3a97f2c59.jpg?v=1598279650', 'https://cdn.shopify.com/s/files/1/1341/7889/products/wardorbe-french.jpg?v=1598279651', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1-2_7b4647a0-8f47-40c7-b083-2a8dcf01b42f.jpg?v=1598279651', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1-4_c08cbcb7-3a44-4660-81ef-1b6e49975393.jpg?v=1598279652', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1-9_5b21f718-5b05-4357-aae3-298f52be8702.jpg?v=1598279652', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1-6_81001e87-bd76-4a04-ba8e-d01f4775b788.jpg?v=1598279653', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1-8_9e78cb45-12ea-4ec4-9fed-c00e2dc070ff.jpg?v=1598279653', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1-13_4f85e47c-6fbd-4840-97c7-817129a39fec.jpg?v=1598279654', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1-12_a7b006f8-8edb-47e4-a2f0-abe0019128fc.jpg?v=1598279655', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1-11_176a64f5-1eca-467f-9aaf-32f34bd99631.jpg?v=1598279655', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1-5_3c2e51dc-65c5-4c96-bdd9-7eb3dc572ad5.jpg?v=1598279656', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1-10_cb3769d9-66a0-46ce-b003-97e206856850.jpg?v=1598279656', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1-7_70d5bca4-0939-43b9-a7c3-4b8f99efb3c8.jpg?v=1598279657', 'https://cdn.shopify.com/s/files/1/1341/7889/products/RC_teak_worktops-1_ac11d5c8-0cf8-42ce-8796-42b50e9b1a3a.jpg?v=1598279657']",
1139,Antique Victorian Rosewood Chair Bases,https://www.salvoweb.com/32529-antique-victorian-rosewood-chair-bases,£ 540  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,A set of antique Victorian dining chair bases in rosewood. These elegant original nineteenth century chair frames feature balloon backs with decorative carvings. We have a set of four of these bases that would make stunning re-upholstery projects.Dimensions:17 inches wide x 17 inches deep x 16 inches seat height x 33 inches back heightDimensions are approximate.,43.20 cm. x 43.20 cm. x 40.60 cm.,More than 50 years old,32529.0,10617.0,ZZ695,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Victorian-mahogany-chair_84850_1.jpg?v=1598276381', 'https://cdn.shopify.com/s/files/1/1341/7889/products/84850_2.jpg?v=1598276382', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Mahogany-chairs_84850_3.jpg?v=1598276382', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Mahogany-Victorian-Chairs_84850_4.jpg?v=1598276383']",
1140,Antique Gothic Revival Wrought Iron Chandeliers,https://www.salvoweb.com/32530-antique-gothic-revival-wrought-iron-chandeliers,£ 2160  ,Architectural Forum,Antique & Reclaimed,Lighting,UK,UK > Hertfordshire,"We have a number of these antique chandeliers in wrought iron. These original and impressive wrought iron chandeliers were reclaimed from a Victorian church, in West London. The chandeliers feature a grand, Gothic Revival design with wrought iron decorative details throughout. Whilst these chandeliers were originally made for gas light, for an additional cost they could be rewired for electric. Each item is priced individually.Dimensions:75 inches high x 40 inches wideDimensions are approximate.",0.00 cm. x 101.50 cm. x 190.50 cm.,More than 50 years old,32530.0,10617.0,ZZ700,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Victorian-gothic-wrought-iron-chandeliers_88582_1.jpg?v=1598276383', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Wrought-iron-gothic-chandeliers_88582_2.jpg?v=1598276384', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Wrought-iron-Victorian-chandelier_88582_3.jpg?v=1598276384', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-iron-gothic-chandeliers_88582_4.jpg?v=1598276385']",
1141,Set of Antique Minton Tiles,https://www.salvoweb.com/32531-set-of-antique-minton-tiles,£ 300  ,Architectural Forum,Antique & Reclaimed,Kitchen & Accessories,UK,UK > Hertfordshire,A set of four antique tiles made by the Minton Tile factory. These antique late Victorian to early Edwardian tiles have an attractive geometric design with a stylised flower in the centre.Dimensions: 6 inches squareReference: TILES08,0.00 cm. x 0.00 cm. x 0.00 cm.,More than 50 years old,32531.0,10617.0,ZZ709,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-Minton-tiles_90839_1.jpg?v=1598276394', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-Victorian-Minton-tiles_90839_2.jpg?v=1598276394', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Original-Minton-tiles_90839_3.jpg?v=1598276395', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-Minton-tiles_90839_4.jpg?v=1598276395']",
1142,Polished Iron Neo-Gothic Sconces,https://www.salvoweb.com/32532-polished-iron-neo-gothic-sconces,£ 650  ,Architectural Forum,Antique & Reclaimed,Lighting,UK,UK > Hertfordshire,We have several pairs of these Neo-Gothic style sconces in polished iron. These reclaimed sconces feature candle holders in a simple curved design. Dimensions:41cm high x 51cm wide x 15cm deepDimensions are approximate.,15.00 cm. x 51.00 cm. x 41.00 cm.,More than 50 years old,32532.0,10617.0,ZZ733,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Pair-of-gothic-iron-sconces_91946_1.jpg?v=1598276421', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Polished-iron-gothic-sconces_91946_2.jpg?v=1598276421', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-gothic-sconces_91946_3.jpg?v=1598276422', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-polished-iron-sconces_91946_4.jpg?v=1598276422']",
1143,Antique Pine Children's Toy Rocking Horse,https://www.salvoweb.com/32534-antique-pine-childrens-toy-rocking-horse,£ 900  ,Architectural Forum,Antique & Reclaimed,"Shop, Pub, Church, Telephone Boxes & Bygones",UK,UK > Hertfordshire,A charming original carved pine and hand painted rocking horse with leather saddle.The carved wooden horse is a delightful piece. The attractive children's toy oozes with character and would make the perfect gift as a quirky and unique decorative piece for any interior.Dimensions:65cm tall128cm long29cm wideDimensions are approximate,128.00 cm. x 29.00 cm. x 65.00 cm.,More than 50 years old,32534.0,10617.0,JWRH1,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/B41I8973.jpg?v=1598278668', 'https://cdn.shopify.com/s/files/1/1341/7889/products/B41I8978.jpg?v=1598278669', 'https://cdn.shopify.com/s/files/1/1341/7889/products/B41I8991.jpg?v=1598278669', 'https://cdn.shopify.com/s/files/1/1341/7889/products/B41I8981.jpg?v=1598278670', 'https://cdn.shopify.com/s/files/1/1341/7889/products/B41I8980.jpg?v=1598278670', 'https://cdn.shopify.com/s/files/1/1341/7889/products/B41I8977.jpg?v=1598278671', 'https://cdn.shopify.com/s/files/1/1341/7889/products/B41I8976.jpg?v=1598278671', 'https://cdn.shopify.com/s/files/1/1341/7889/products/B41I8975.jpg?v=1598278672', 'https://cdn.shopify.com/s/files/1/1341/7889/products/rocking-horse-antique.jpg?v=1598278672']",
1144,Victorian Bar and Overmantel,https://www.salvoweb.com/32536-victorian-bar-and-overmantel,£ 2100  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,An ornately carved over mantel and bar with shelves and bevelled mirrors.Deeply coloured stained mahogany brings to life the depth and intricacy of each carved section. DimensionsTotal Height including carved pediment:  272cm Bar 102cm H x 60cm D x 158cm W Over Mantel 170cm H x 25cm D 180cm WSections can be sold separately £650.00 bar£1500.00 Over Mantel  ,158.00 cm. x 60.00 cm. x 272.00 cm.,More than 50 years old,32536.0,10617.0,ZZ4271017,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/victorianbar.1.jpg?v=1598277412', 'https://cdn.shopify.com/s/files/1/1341/7889/products/victorianbar.2.jpg?v=1598277412', 'https://cdn.shopify.com/s/files/1/1341/7889/products/victorianbar.3.jpg?v=1598277413', 'https://cdn.shopify.com/s/files/1/1341/7889/products/victorianbar.4.jpg?v=1598277413']",
1145,Antique Georgian Oak Cabinet,https://www.salvoweb.com/32519-antique-georgian-oak-cabinet,£ 780  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,"An antique Georgian corner wall cabinet in oak. Behind double doors, this wonderfully original piece of furniture contains three shelves. A central flower motif is displayed in each of the reeded door panels, whilst cross band detailing is featured across the top of this piece. Dimensions:22.5 inches deep x 32.5 inches wide (at widest point) x 42 inches highDimensions are approximate.",57.00 cm. x 82.50 cm. x 106.70 cm.,More than 50 years old,32519.0,10617.0,ZZ108,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Oak-Corner-Cabinet_84800_1.jpg?v=1598275957', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Georgian-wall-cupboard_84800_2.jpg?v=1598275958', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Georgian-cupboard_84800_3.jpg?v=1598275958', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-georgian-wall-cupboard_84800_4.jpg?v=1598275959']",
1146,Antique Walnut Mirrored Vitrine Display Cabinet,https://www.salvoweb.com/32524-antique-walnut-mirrored-vitrine-display-cabinet,£ 3200  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,"A beautiful original antique display unit in walnut. The carved walnut table has a serpentine shaped front with cabriole legs and claw feet. A large mirrored vitrine display cabinet is fixed on top of the table. The cabinet features astragal glazed doors which are delicately shaped and feature delicate carved decoration. This very attractive, late nineteenth century display piece includes two toughened glass shelves.86.5"" high x 54"" wide x 19"" depth (mirrored cabinet) 30"" depth (table base).",76.20 cm. x 137.00 cm. x 220.00 cm.,More than 50 years old,32524.0,10617.0,ZZ272,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-walnut-vitrine-display-case_94494_1.jpg?v=1598276087', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-walnut-vitrine-display-case_94494_2.jpg?v=1598276088', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-walnut-vitrine-display-case_94494_3.jpg?v=1598276088', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Antique-walnut-vitrine-display-case_94494_4.jpg?v=1598276089']",
1147,Chocolate Brown Leather hide,https://www.salvoweb.com/32526-chocolate-brown-leather-hide,£ 140  ,Architectural Forum,Antique & Reclaimed,"Shop, Pub, Church, Telephone Boxes & Bygones",UK,UK > Hertfordshire,"Five full, thin leather hides available in chocolate brown. Soft and manageable, this leather is adorned with natural marks and creases.Dimensions (approximately) 82 inches length (furthest points) 52 inches across (from the middle) ~1.2mm thickness.",208.00 cm. x 132.00 cm. x 0.00 cm.,More than 50 years old,32526.0,10617.0,ZZ294,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/chocolate-leather-hide_92554_1.jpg?v=1598276107', 'https://cdn.shopify.com/s/files/1/1341/7889/products/reclaimed-leather-hide_92554_2.jpg?v=1598276107', 'https://cdn.shopify.com/s/files/1/1341/7889/products/reclaimed-leather-hide_92554_3.jpg?v=1598276108', 'https://cdn.shopify.com/s/files/1/1341/7889/products/chocolate-brown-leather-hides_92554_4.jpg?v=1598276108']",
1148,Queen Anne Style Flame Mahogany Sideboard,https://www.salvoweb.com/32528-queen-anne-style-flame-mahogany-sideboard,£ 660  ,Architectural Forum,Antique & Reclaimed,Furniture & Mirrors,UK,UK > Hertfordshire,"An early twentieth century sideboard in the Queen Anne style. This vintage sideboard is in rich flame mahogany with an elegant bowed front and decorative brass pull handles on each drawer.48"" wide x 22.5"" deep x 40.5"" high",57.00 cm. x 122.00 cm. x 103.00 cm.,More than 50 years old,32528.0,10617.0,ZZ459,2021-04-24,"['https://cdn.shopify.com/s/files/1/1341/7889/products/Queen-Anne-style-mahogany-sideboard_94698_1.jpg?v=1598276232', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Flame-mahogany-sideboard_94698_2.jpg?v=1598276233', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Queen-Anne-style-mahogany-sideboard_94698_3.jpg?v=1598276233', 'https://cdn.shopify.com/s/files/1/1341/7889/products/Flame-mahogany-sideboard_94698_4.jpg?v=1598276234']",
